Authors;Article Title;DOI
Parameswara A., Saskara I.A.N., Utama I.M.S., Setyari N.P.W.;Exploring Cultural Value and its Sustainability of Balinese Handwoven Textiles;10.1080/14759756.2022.2043517
Parameswara A., Nyoman Saskara I.A., Utama M.S., Wiwin Setyari N.P.;The Role of Place Identity, Local Genius, Orange Economy and Cultural Policies for Sustainability of Intangible Cultural Heritage in Bali;10.18280/ijsdp.160816
Parigi D., Damkilde L.;Multi-objective optimization of reciprocal timber layouts from reclaimed stock elements;
Pariti S.;Sustainable processing in textiles;
Park J., Waqar Z.;Life cycle assessment of returnable mailers used for apparel electronic commerce: A case study in Canada;10.1002/pts.2653
Parlato M.C.M., Cuomo M., Porto S.M.C.;Natural fibers reinforcement for earthen building components: Mechanical performances of a low quality sheep wool (“Valle del Belice” sheep);10.1016/j.conbuildmat.2022.126855
Partzsch L., Kemper L.;Cotton certification in Ethiopia: Can an increasing demand for certified textiles create a ‘fashion revolution’?;10.1016/j.geoforum.2018.11.017
Parung C., Waluyo P.;Users' perception of digital prototypes in Indonesian fashion industry: A qualitative study;10.1063/5.0080178
Parveen R., Alajmi A.;Global environmental, social and economic issues in the fast fashion industry;
Patel A.K., Pandey A., Singhania R.R.;Production of celluloytic enzymes for lignocellulosic biomass hydrolysis;10.1016/B978-0-12-816856-1.00017-8
Pathak D.R., Mainali B., Abuel-Naga H., Angove M., Kong I.;Quantification and characterization of the municipal solid waste for sustainable waste management in newly formed municipalities of Nepal;10.1177/0734242X20922588
Patnaik S., Tshifularo C.A.;Fashion brands approach toward waste management;10.1016/B978-0-12-818758-6.00016-8
Patnaik S., Pandarum R.;An exploratory study of student and industry professional's knowledge of sustainability in curriculum development;10.1109/WEEF-GEDC49885.2020.9293630
Patrício Silva A.L., Prata J.C., Walker T.R., Campos D., Duarte A.C., Soares A.M.V.M., Barcelò D., Rocha-Santos T.;Rethinking and optimising plastic waste management under COVID-19 pandemic: Policy solutions based on redesign and reduction of single-use plastics and personal protective equipment;10.1016/j.scitotenv.2020.140565
Pattanayak A.K.;Sustainability in fabric manufacturing;10.1016/B978-0-08-102867-4.00003-7
Pattnaik P., Dangayach G.S.;Sustainability of textile waste-water management by using an integrated fuzzy AHP-TOPSIS method: A case study;10.1504/IJESD.2021.114543
Paul Nayagam J.O., Prasanna K.;Utilization of shell-based agricultural waste adsorbents for removing dyes: A review;10.1016/j.chemosphere.2021.132737
Paul R.;High performance technical textiles: An overview;10.1002/9781119325062.ch1
Paul R.;High performance technical textiles;10.1002/9781119325062
Pawlowski S., Petersen-Thiery M.;Sustainable sunscreens: A challenge between performance, animal testing ban, and human and environmental safety;10.1007/698_2019_444
Payne A., Mellick Z.;Tackling Overproduction? The Limits of Multistakeholder Initiatives in Fashion;10.5204/ijcjsd.2424
Pederneiras C.M., Veiga R., de Brito J.;Impact Resistance of Rendering Mortars with Natural and Textile-Acrylic Waste Fibres;10.3390/fib10050044
Pedersen E.R.G., Earley R., Andersen K.R.;From singular to plural: exploring organisational complexities and circular business model design;10.1108/JFMM-04-2018-0062
Pedersen J.M., Frick J., Kirikova M.;International student projects and sustainable development goals: A perfect match;
Peirson-Smith A., Craik J.;Transforming Sustainable Fashion in a Decolonial Context: The Case of Redress in Hong Kong;10.1080/1362704X.2020.1800985
Pelikánová R.M., Nĕmečková T., MacGregor R.K.;CSR statements in international and czech luxury fashion industry at the onset and during the COVID-19 pandemic-slowing down the fast fashion business?;10.3390/su13073715
Pelli P., Kangas J., Pykäläinen J.;Service-based bioeconomy—Multilevel perspective to assess the evolving bioeconomy with a service lens;10.1007/978-3-319-73028-8_2
Pena-Francesch A., Demirel M.C.;Squid-inspired tandem repeat proteins: Functional fibers and films;10.3389/fchem.2019.00069
Peña-Vinces J., Solakis K., Guillen J.;Environmental knowledge, the collaborative economy and responsible consumption in the context of second-hand perinatal and infant clothes in Spain;10.1016/j.resconrec.2020.104840
Pérez-Uribe R.I., Jordan Bustamante S.D., Salcedo-Perez C.;The impact of the work environment on innovation and business sustainability in SMEs: The case of San José de Cúcuta, Colombia;10.4018/978-1-7998-8185-8.ch007
Pergamo R., Briamonte L., Cerrato D.;The textile hemp chain: Value analysis, economic and environmental benefits;
Periyasamy A.P., Ramamoorthy S.K., Lavate S.S.;Eco-friendly denim processing;10.1007/978-3-319-68255-6_102
Perry A.;3D-printed apparel and 3D-printer: exploring advantages, concerns, and purchases;10.1080/17543266.2017.1306118
Perry G., Goldfeld Y.;Smart self-sensory TRC pipes - Proof of concept;10.1088/1361-665X/ac5ed2
Pervez M.N., Mondal M.I.H., Cai Y., Zhao Y., Naddeo V.;Textile waste management and environmental concerns;10.1016/B978-0-12-821483-1.00002-4
Peters G., Li M., Lenzen M.;The need to decelerate fast fashion in a hot climate - A global sustainability perspective on the garment industry;10.1016/j.jclepro.2021.126390
Petrukhin A.B., Dmitriev Yu.A., Chistyakov M.S.;CONVERGENCE of NBIC-TECHNOLOGIES in the FORMATION of the CLUSTER DIRECTION of the DEVELOPMENT of the TEXTILE INDUSTRY [KOHBEPrEHI^HH NBIC-TEXHOJIOTHH B OOPMHPOBAHHH KJIACTEPHOH HAIIPABJIEHHOCTH PA3BHTHH TEKCTHJIbHOH nPOMblUIJIEHHOCTH];
Pfoser S., Brandner M., Herman K., Steinbach E., Brandtner P., Schauer O.;Sustainable Transport Packaging: Evaluation and Feasibility for Different Use Cases;10.2478/logi-2021-0015
Pham D.M., Dey S., Katayama A.;Activation of extracellular electron network in non-electroactive bacteria by Bombyx mori silk;10.1016/j.ijbiomac.2021.11.190
Phillips D.M., Phillips J.K.;We'd like our clothes back please! Partnering with consumers to achieve sustainability goals;10.1007/978-3-319-71389-2_32
Piu M., Rossetti M.;Circular economy in the fashion sector and textile goods;
Platania S., Santisi G., Morando M.;Impact of emotion in the choice of eco-luxury brands: The multiple mediation role of the brand love and the brand trust;
Polajnar Horvat K., Šrimpf Vendramin K.;Issues surrounding behavior towards discarded textiles and garments in Ljubljana;10.3390/su13116491
Popowska M., Sinkiewicz A.;Sustainable fashion in poland—too early or too late?;10.3390/su13179713
Powell H.;Spirals, spikes and spinning wheels: Temporal models challenging the sustainability agenda in relation to fast fashion consumption;10.1386/FSPC_00098_1
Pradhananga P., S.m.asce, ElZomor M., M.asce, Kasabdji G.S.;Disaster Waste Management Challenges in Nepal: Health Impacts and the Need for Safe Practices;10.1061/(ASCE)NH.1527-6996.0000438
Pratte S.;Designing Fashion Technology Garments for Awareness;10.1145/3490149.3503580
Preinstorfer P., Huber T., Reichenbach S., Lees J.M., Kromoser B.;Parametric Design Studies of Mass-Related Global Warming Potential and Construction Costs of FRP-Reinforced Concrete Infrastructure;10.3390/polym14122383
Priyadarshini T., Iyer K.;Sustenance of languishing craft – gollabhama saree of siddipet, telegana, india;
Provin A.P., dos Reis V.O., Hilesheim S.E., Bianchet R.T., de Aguiar Dutra A.R., Cubas A.L.V.;Use of bacterial cellulose in the textile industry and the wettability challenge—a review;10.1007/s10570-021-04059-3
Qi M.;The Elements and Sustainable Innovative Design of Button Knots in the Period of Republic of China;10.1088/1742-6596/1790/1/012020
Qi X., Ye S., Xu Y., Chen J.;Uneven dynamics and regional disparity of multidimensional poverty in China;10.1007/s11205-021-02744-1
Ræbild U.;Sustainable collection practices and life cycle strategies: A fashion design perspective;10.1386/ART_00014_1
Raffaeli R., Rossi M., Cappelletti F.;Sustainable strategies: a continuously improving methodology;10.1007/s12008-020-00747-9
Rahayuningsih E., Setiawan F.A., Ayanie C.J., Antoko A.A., Ayuningtyas Y.I., Petrus H.B.;Optimization model on the effect of clove oil, formaldehyde, and chitosan added to batik fabric colored with gambier (Uncaria gambir roxb): Antifungal properties and stability;10.22146/ijc.46038
Rahman I., Dey P.K.;Organizational pressures behind sustainability performance in Bangladeshi Readymade Garments industry: The effects of sustainability management system, organizational dynamic capabilities and resource commitment;
Rahman I.K.A., Mia M.M.;Using partial least squares structural equation modeling (PLS-SEM): Mediation between strategic management & performance;
Rahman K.M., Rahman S.;Governance mechanism for the sustainability of global garment production networks: Perspectives from rule-takers;
Rahman K.M., Chowdhury E.H.;Growth trajectory and developmental impact of ready-made garments industry in Bangladesh;10.1007/978-981-15-1683-2_9
Rahman M., Hack-Polay D., Billah M., Nabi N.U.;Bio-based textile processing through the application of enzymes for environmental sustainability;10.1386/tmsd_00017_1
Rahman M.A., Karmaker C.L., Ahmed T., Khan M.I., Morshed A.K.M.M., Ali S.M.;Modelling the causes of boiler accidents: implications for economic and social sustainability at the workplace;10.1016/j.heliyon.2022.e09601
Rahman M.T., Mohajerani A., Giustozzi F.;Possible use of cigarette butt fiber modified bitumen in stone mastic asphalt;10.1016/j.conbuildmat.2020.120134
Rahman M.T., Mohajerani A., Giustozzi F.;Possible recycling of cigarette butts as fiber modifier in bitumen for asphalt concrete;10.3390/ma13030734
Rahman O., Kharb D.;Product Choice: Does Eco-Labeling Play an Important Role in Apparel Consumption in India?;10.1080/17569370.2021.2015873
Rahman O., Fung B.C.M., Kharb D.;Factors influencing consumer choice: a study of apparel and sustainable cues from Canadian and Indian consumers’ perspectives;10.1080/17543266.2021.1898681
Rahman O., Koszewska M.;A study of consumer choice between sustainable and non-sustainable apparel cues in Poland;10.1108/JFMM-11-2019-0258
Rahman S., Rahman K.M.;Multi-actor Initiatives after Rana Plaza: Factory Managers’ Views;10.1111/dech.12572
Rahman S.S., Siddiqua S., Cherian C.;Sustainable applications of textile waste fiber in the construction and geotechnical industries: A retrospect;10.1016/j.clet.2022.100420
Rahme L.;Fish skin, a sustainable material used from ancient times to today's fashion;10.7577/formakademisk.4183
RÄisÄnen R.;Promoting Finnwool with Green Production and Sustainability: Aspects from the Past to the Future, from Crafts to Industry;10.1080/14759756.2018.1553109
Ramos D.G.G.;Sustainable Surgical Gowns: Effective Means for the Prevention of Infection Risks;
Rampini M.C., Zani G., Colombo M., Di Prisco M.;Numerical modeling of FRCM composites for the seismic retrofitting of existing concrete structures;
Rana M.B., Allen M.M.C.;Upgrading the global garment industry: Internationalization, capabilities and sustainability;
Rani H., Saha G.;Organizations and standards related to textile and fashion waste management and sustainability;10.1016/B978-0-12-818758-6.00009-0
Rapsikevičienė J., Gurauskienė I., Jučienė A.;Model of industrial textile waste management;10.5755/j01.erem.75.1.21703
Rassmann P., Grafmüller L.K.;Exploring Drivers and Barriers for Sustainable Use of Resources: The Case of High-Tech Mass Customizers in the German Textile Industry;10.1007/978-3-319-77556-2_19
Rastogi D., Jain A., Chanana B.;Development of sanitary napkins using corn husk fibres in absorbent layer – an exploratory study;10.1177/15280837211051103
Rathinamoorthy R., Surjit R., Karthik T.;Clothing swap: Gateway to sustainable eco-friendly fashion;10.1007/978-3-319-68255-6_63
Rausch T.M., Kopplin C.S.;Bridge the gap: Consumers’ purchase intention and behavior regarding sustainable clothing;10.1016/j.jclepro.2020.123882
Raybagi A.A.;Comparative study of recycled and virgin polyester before and after heat setting;
Raybould C.;Trends forecasting as a tool for sustainable education;10.1386/fspc_00058_1
Raza A., Rafique U., Haq F.U.;Mechanical and durability behavior of recycled aggregate concrete made with different kinds of wastewater;10.1016/j.jobe.2020.101950
Raza A., Shah S.A.R., Kazmi S.N.H., Ali R.Q., Akhtar H., Fakhar S., Khan F.N., Mahmood A.;Performance evaluation of concrete developed using various types of wastewater: A step towards sustainability;10.1016/j.conbuildmat.2020.120608
Razak N.S., Mohamed R.;Antimicrobial sustainable biopolymers for biomedical plastics applications – an overview [Biomedyczne zastosowania biopolimerów o właściwościach przeciwbakteryjnych i przeciwwirusowych – przegląd literatury];10.14314/polimery.2021.11.2
Razzak M.R., Abu Bakar R., Mustamil N.;Socioemotional wealth and performance in private family firms;10.1108/JEEE-07-2018-0074
Razzaq A., Ansari N.Y., Razzaq Z., Awan H.M.;The Impact of Fashion Involvement and Pro-Environmental Attitude on Sustainable Clothing Consumption: The Moderating Role of Islamic Religiosity;10.1177/2158244018774611
Razzaq Z., Razzaq A., Yousaf S., Hong Z.;The Impact of Utilitarian and Hedonistic Shopping Values on Sustainable Fashion Consumption: The Moderating Role of Religiosity;10.1177/0972150918777947
Reetz I., Kilikli A.;Extended surfactants for leather;
Rehman F.U., Adeel S., Haddar W., Bibi R., Azeem M., Mia R., Ahmed B.;Microwave-Assisted Exploration of Yellow Natural Dyes for Nylon Fabric;10.3390/su14095599
Reichwein M.;Sustainability drivers in the man-made fiber industry;
Rempe C.;Sustainability certifications in the textile sector under close scrutiny [Nachhaltigkeitszertifizierungen im Textilsektor auf dem Prüfstand];
Rempel S., Kulas C., Will N., Bielak J.;Extremely light and slender precast pedestrian-bridge made out of textile-reinforced concrete (TRC);10.1007/978-3-319-59471-2_288
Resta B., Dotti S., Ciarapica F.E., De Sanctis I., Fani V., Bandinelli R., Rinaldi R.;Leveraging environmental sustainability for competitive advantage in the Italian Clothing and Leather sector;10.1080/17543266.2017.1356380
Restrepo-Osorio A., Álvarez-López C., Jaramillo-Quiceno N., Fernández-Morales P.;Agrotextiles and crop protection textiles;10.1002/9781119325062.ch10
Revuelta-Aramburu M., Verdú-Vázquez A., Gil-López T., Morales-Polo C.;Environmental analysis of the use of plant fiber blocks in building construction;10.1016/j.scitotenv.2020.138495
Reynolds J., Kennedy R., Ichapka M., Agarwal A., Oke A., Cox E., Edwards C., Njuguna J.;An evaluation of feedstocks for sustainable energy and circular economy practices in a small island community;10.1016/j.rser.2022.112360
Reza A.K., Islam M.S.;Measuring the sustainability of the knitwear sector of Bangladesh: Sustainability Vulnerability Index;10.1002/bsd2.38
Rhee J., Johnson K.K.P.;‘The wardrobe diet’: teaching sustainable consumption through experience with undergraduates in the USA;10.1080/17543266.2019.1590864
Rial J.B., Ferreira M.L.;Potential applications of spent adsorbents and catalysts: Re-valorization of waste;10.1016/j.scitotenv.2022.153370
Riedelsheimer T., Dorfhuber L., Stark R.;User centered development of a digital twin concept with focus on sustainability in the clothing industry;10.1016/j.procir.2020.01.123
Riemens J., Lemieux A.-A., Lamouri S., Garnier L.;A delphi‐régnier study addressing the challenges of textile recycling in europe for the fashion and apparel industry;10.3390/su132111700
Rinaldi F.R., Di Bernardino C., Cram-Martos V., Pisani M.T.;Traceability and transparency: enhancing sustainability and circularity in garment and footwear;10.1080/15487733.2022.2028454
Ritch E.L.;Experiencing fashion: the interplay between consumer value and sustainability;10.1108/QMR-09-2019-0113
Ritch E.L.;‘From a mother to another’: creative experiences of sharing used children’s clothing;10.1080/0267257X.2019.1602555
Robertson M.;Sustainability principles and practice;10.4324/9780429346668
Rogers L., Wang Y.;Understanding the Impact of Game Theory on Circular Economy Within the Apparel Industry;10.1007/978-981-33-6318-2_49
Romao M., Simoes A.;A Holistic Approach to Inclusive Mobility Under Resilience and Sustainability Goals: A Pilot Project in Brazil;10.1007/978-3-030-51194-4_29
Roopsing T., Suk-kavessako T.;THE STRUCTURAL EQUATION MODEL OF GUIDELINES FOR GARMENT INDUSTRY MANAGEMENT FOR SUSTAINABILITY;
Rowe J.;Apparel and sustainability;
Roy Maulik S., Debnath C., Pandit P.;Sustainable dyeing and printing of knitted fabric with natural dyes;10.1016/B978-0-323-85534-1.00008-8
Ruan Y., Xu Y., Lee H.;Consumer Motivations for Luxury Fashion Rental: A Second-Order Factor Analysis Approach;10.3390/su14127475
Rubino C., Bonet Aracil M.A., Liuzzi S., Martellotta F.;Preliminary investigation on the acoustic properties of absorbers made of recycled textile fibers;10.18154/RWTH-CONV-239173
Rudzioniene K., Klimaitiene R., Dilyte N.;Assessment of Company's Unused Production Capacity in the Context of Sustainability: The Case of Textile Industry in Lithuania;10.1109/ICTE51655.2021.9584816
Rus M.-I.;Actors of the financial markets. sustainable financing;10.5593/sgem2020/5.2/s21.003
Ryu S.J., Bae H.S.;Effect of chitosan and tannin treatment on the functional manifestation of Coptidis Rhizoma dyed fabrics;10.5850/JKSCT.2018.42.6.1016
S Lopes L., Vieira N., R da Luz J.M., S Silva M.D.C., Cardoso W.S., M Kasuya M.C.;Production of fungal enzymes in Macaúba coconut and enzymatic degradation of textile dye;10.1016/j.bcab.2020.101651
Sadeghi-Kiakhani M., Tehrani-Bagha A.R., Safapour S., Eshaghloo-Galugahi S., Etezad S.M.;Ultrasound-assisted extraction of natural dyes from Hawthorn fruits for dyeing polyamide fabric and study its fastness, antimicrobial, and antioxidant properties;10.1007/s10668-020-01017-0
Sadikoglu S.;Effect of fabric hairiness and pretreatment on quality of digital DTG (direct to garment) printing;10.2352/ISSN.2169-4451.2019.35.6
Sadrolodabaee P., Hosseini S.M.A., Ardunay M., Claramunt J., de la Fuente A.;A New Sustainability Assessment Method for Façade Cladding Panels: A Case Study of Fiber/Textile Reinforced Cement Sheets;10.1007/978-3-030-83719-8_69
Saha I., Mathew D.J.;New age zero waste sustainable apparel industry: Design practices, innovative approaches, and technological intervention;10.1016/B978-0-12-819817-9.00035-1
Saha K., Paladini S.;Democracy, sustainability, and economic growth: The case of bangladesh’s garment industry;10.4324/9780429325144-9
Saha T., Uddin Z., Islam Md.N., Shamsuzzaman Md., Al Tahsin A., Islam MdD.;Assessing the Effectiveness and Environmental Sustainability of Reactive Dyes for Their Structural Diversity;10.31881/TLR.2022.02
Saheed H.;Prospects for the textile and clothing industry in south korea;
Sahinkaya E., Sahin A., Yurtsever A., Kitis M.;Concentrate minimization and water recovery enhancement using pellet precipitator in a reverse osmosis process treating textile wastewater;10.1016/j.jenvman.2018.05.057
Saji S., Hebden A., Goswami P., Du C.;A Brief Review on the Development of Alginate Extraction Process and Its Sustainability;10.3390/su14095181
Sajjad A., Raza S.M.O., Afzal A., Kashif I., Usama N.M., Waqar I., Danmei S.;Performance evaluation of hot mix asphalt using textile waste [Evaluarea performanței amestecului fierbinte de asfalt utilizând deșeuri textile];10.35530/IT.073.03.202144
Salam M.A., Senasu K.;Development of the sustainability index for the ready-made garments sector in Bangladesh;10.3846/btp.2019.31
Salemdeeb R., Saint R., Pomponi F., Pratt K., Lenaghan M.;Beyond recycling: An LCA-based decision-support tool to accelerate Scotland's transition to a circular economy;10.1016/j.rcradv.2022.200069
Salleh K.M., Armir N.A.Z., Mazlan N.S.N., Wang C., Zakaria S.;Cellulose and its derivatives in textiles: Primitive application to current trend;10.1016/B978-0-12-821483-1.00014-0
Sangamithirai K.;Assessing the effect of natural dye for printing on silk;
Santos Anholeti M., Rocha Honorio de Oliveira A., Castro da Cruz J., Andrade Luciano V., Aparecida Nascimento M., Alves Puiatti G., de Carvalho Teixeira A.P., Pereira Lopes R.;Zn/ZnO heterostructures photocatalyst obtained by sustainable processes from alkaline batteries waste: Synthesis, characterization and application;10.1016/j.matchemphys.2022.126058
Saravanan A., Senthil Kumar P., Jeevanantham S., Karishma S., Tajsabreen B., Yaashikaa P.R., Reshma B.;Effective water/wastewater treatment methodologies for toxic pollutants removal: Processes and applications towards sustainable development;10.1016/j.chemosphere.2021.130595
Sariwulan T., Thamrin S., Suyatni M., Agung I., Widiputera F., Susanto A.B., Calvin Capnary M.;Impact of employee talent management;10.36941/ajis-2021-0133
Sarkar A., Qian L., Peau A.K.;Structural equation modeling for three aspects of green business practices: a case study of Bangladeshi RMG’s industry;10.1007/s11356-020-09873-z
Sarwar N., Bin Humayoun U., Dastgeer G., Yoon D.H.;Copper nanoparticles induced, trimesic acid grafted cellulose–an effective, non-hazardous processing approach for multifunctional textile with low chemical induction;10.1007/s10570-021-04251-5
Sassani A., Arabzadeh A., Ceylan H., Kim S., Sadati S.M.S., Gopalakrishnan K., Taylor P.C., Abdualla H.;Carbon fiber-based electrically conductive concrete for salt-free deicing of pavements;10.1016/j.jclepro.2018.08.315
Satinet C., Fouss F.;A Supervised Machine Learning Classification Framework for Clothing Products’ Sustainability;10.3390/su14031334
Sawaf M.B.A., Karaca F.;Different stakeholders’ opinions toward the sustainability of common textile wastewater treatment technologies in Turkey: A Case study Istanbul province;10.1016/j.scs.2018.06.027
Sawarkar A.D., Shrimankar D.D., Kumar A., Kumar A., Singh E., Singh L., Kumar S., Kumar R.;Commercial clustering of sustainable bamboo species in India;10.1016/j.indcrop.2020.112693
Saxena G., Kishor R., Zainith S., Bharagava R.N.;Environmental contamination, toxicity profile and bioremediation technologies for treatment and detoxification of textile effluent;10.1016/B978-0-12-820524-2.00017-1
Sayyed A.J., Gupta D., Deshmukh N.A., Mohite L.V., Pinjari D.V.;Influence of intensified cellulose dissolution process on spinning and properties of lyocell fibres;10.1016/j.cep.2020.108063
Scarano P., Naviglio D., Prigioniero A., Tartaglia M., Postiglione A., Sciarrillo R., Guarino C.;Sustainability: Obtaining natural dyes from waste matrices using the prickly pear peels of opuntia ficus-indica (L.) miller;10.3390/agronomy10040528
Scerbaka A.;Application of make/use platform for sustainable fashion design;10.1088/1757-899X/827/1/012047
Schaefer K., Navarro H.;Sustainable bridal and beyond: Using non-traditional design techniques to extend garment life and eliminate waste;
Schaldach K., Herdegen V., Braeuer A.S., Vinh D.N., Toan N.V., Tam L.V.;Sustainable value added material use of occurring by-products from sugar and rice production in Vietnam;10.1016/j.scitotenv.2022.155414
Scheibe A.S., de Araujo I.P., Janssen L., de Campos T.A., Martins V.D.P., Vasques Mendonça A.R., Borges Valle J.A., Siqueira Curto Valle R.D.C., Guelli Ulson de Souza S.M.A., Ulson de Souza A.A.;Products from pyrolysis textile sludge as a potential antibacterial and alternative source of fuel oil;10.1016/j.clet.2022.100408
Schellenberger S., Gillgard P., Stare A., Hanning A., Levenstam O., Roos S., Cousins I.T.;Facing the rain after the phase out: Performance evaluation of alternative fluorinated and non-fluorinated durable water repellents for outdoor fabrics;10.1016/j.chemosphere.2017.11.027
Schmutz M., Som C.;Identifying the potential for circularity of industrial textile waste generated within Swiss companies;10.1016/j.resconrec.2021.106132
Schmutz M., Hischier R., Batt T., Wick P., Nowack B., Wäger P., Som C.;Cotton and surgical masks—what ecological factors are relevant for their sustainability?;10.3390/su122410245
Schultz C.J., Lim W.L., Khor S.F., Neumann K.A., Schulz J.M., Ansari O., Skewes M.A., Burton R.A.;Consumer and health-related traits of seed from selected commercial and breeding lines of industrial hemp, Cannabis sativa L.;10.1016/j.jafr.2020.100025
Schwarz I., Brnada S., Kiš A., Kovačević S.;Physical-mechanical properties of thermal protective fabric subjected to textile care;10.1088/1757-899X/827/1/012062
Schwarzman M.R., Buckley H.L.;Not Just an Academic Exercise: Systems Thinking Applied to Designing Safer Alternatives;10.1021/acs.jchemed.9b00345
Seixas S., Montagna G., Félix M.J.;Where is Textile Design in Portugal?: Interlace the Past to Weave the Future;10.1007/978-3-031-09659-4_17
Sellİ F., Şen K., Kaya A., Erdoğan Ü.H.;EFFECT OF REPROCESS ON THE SUSTAINABILITY OF T-SHIRT PRODUCTION [İŞLEM TEKRARININ T-SHİRT ÜRETİMİNDE SÜRDÜRÜLEBİLİRLİĞE ETKİSİ];10.7216/1300759920222912604
Selli F., Seki Y., Erdoğan Ü.H.;The effect of surface treatments on properties of various animal fibers as reinforcement material in composites [Kompozi˙t üreti˙mi˙nde takvi˙ye malzemesi˙ olarak kullanilabi˙lecek çeşi˙tli˙ hayvansal li˙flere uygulanan yüzey modi˙fikasyonlarinin li˙f özelli˙kleri˙ne etki˙si˙];10.7216/1300759920182511202
Selvam K., Albasher G., Alamri O., Sudhakar C., Selvankumar T., Vijayalakshmi S., Vennila L.;Enhanced photocatalytic activity of novel Canthium coromandelicum leaves based copper oxide nanoparticles for the degradation of textile dyes;10.1016/j.envres.2022.113046
Selwyn G.S.;Sustainability and performance today: Water-free Dyeing and PFC-free, Water-free DWR Finishing: It can be done!;
Senanayake R., Gunasekara Hettiarachchige V.;A zero-waste garment construction approach using an indigenous textile weaving craft;10.1080/17543266.2020.1725148
Senoussi H., Bouhidel K.-E.;Feasibility and optimisation of a batch mode capacitive deionization (BM CDI) process for textile cationic dyes (TCD) removal and recovery from industrial wastewaters;10.1016/j.jclepro.2018.09.026
Seong Y., Hashida T., Ueoka R.;rapoptosis: Renatusu via Apoptosis - Prototyping Using Clothes;10.1007/978-3-030-22649-7_32
Serdari T.;The Carloway Mill Harris Tweed: Tradition-based innovation for a sustainable future;10.1007/978-981-10-6716-7_10
Sevenster A., Stone V., Schratt H.;VinylPlus® and the VinylPlus Product Label. Could the industry label be integrated into independent sustainability certification schemes?;10.1088/1755-1315/323/1/012148
Shafiulalam S.M., Akter S.;Understanding the interplay amongthe factors of behavioral intention regarding environmental reporting;
Shaharuddin S.S., Jalil M.H., Moghadasi K.;Study of mechanical properties and characteristics of eco-fibres for sustainable children's clothing;10.14456/jmmm.2021.15
Shahrin R., Ong Soon H., Raihan H.;Photocatalytic degradation of methylene blue by tio2-graphene composite;10.4028/www.scientific.net/SSP.317.257
Shaked S., Jolliet O.;Global life cycle impacts of consumer products;10.1016/B978-0-12-409548-9.11700-2
Shamsudin M.S., Sapingi H.H.J., Aziz M.S.A.;Optical glass micro-fibre based transducers for dissolved oxygen sensing and monitoring: An overview;10.1088/1742-6596/1484/1/012004
Shamsuzzaman M., Kashem M.A., Muhammad Sayem A.S., Khan A.M., Shamsuddin S.M., Islam M.M.;Quantifying environmental sustainability of denim garments washing factories through effluent analysis: A case study in Bangladesh;10.1016/j.jclepro.2020.125740
Shanthi R., Sudharshanan T., Vignesh M., Surtika M.;Optimization of nonwoven flexible composite from recycled polyester and recycled cotton blends using box-behnken statistical design;
Shao P., Lassleben H.;Determinants of consumers’ willingness to participate in fast fashion brands’ used clothes recycling plans in an omnichannel retail environment;10.3390/jtaer16070181
Sharma A., Dabhade-Samant M.;Woven blessings” of a woolen blanket “ghongadi” of India for “holistic social design;
Shaver J., Yan R.-N.;Examining Sustainable Consumption Behaviors Through the Mass Customization Context: Emotional Product Attachment and Environmental Attitude Perspectives;10.20900/jsr20220010
Sheehan N.P., Plante L., Martinez E., Murray K., Bier P., Ouellette C.;Sustainable bioenergy from biofuel residues and waste;10.2175/106143018X15289915807173
Sheikh A.A., Rana N.A., Inam A., Shahzad A., Awan H.M.;Is e-marketing a source of sustainable business performance? Predicting the role of top management support with various interaction factors;10.1080/23311975.2018.1516487
Sheikhi A., Hayashi J., Eichenbaum J., Gutin M., Kuntjoro N., Khorsandi D., Khademhosseini A.;Recent advances in nanoengineering cellulose for cargo delivery;10.1016/j.jconrel.2018.11.024
Shimizu K.;Genetic engineered color silk: Fabrication of a photonics material through a bioassisted technology;10.1088/1748-3190/aabbe9
Shirazi M.M.A., Dumée L.F.;Membrane distillation for sustainable wastewater treatment;10.1016/j.jwpe.2022.102670
Shishkin A., Aguedal H., Goel G., Peculevica J., Newport D., Ozolins J.;Influence of waste glass in the foaming process of open cell porous ceramic as filtration media for industrial wastewater;10.1016/j.jclepro.2020.124546
Sigcha E., Martinez-Moscoso A., Siguenza-Guzman L., Jadan D.;PESTEL Analysis as a Baseline to Support Decision-Making in the Local Textile Industry;10.1007/978-3-030-59194-6_13
Silva R.M.C., Trindade A.C.C., Silva F.A.;Interface Evaluation of Carbon Textile Reinforced Composites;10.1007/978-3-030-76551-4_19
Singh J., Srivastava A., Awasthi M.K.;Value chain analysis of varanasi silk sarees and brocade;
Singh J., Srivastava A., Awasthi M.K.;Study of value chain of Indian textile handicrafts: A case of Lucknow Chikankari;10.17010/pijom/2018/v11i5/123810
Singh N., Sahu O.;Sustainable cyclodextrin in textile applications;10.1016/B978-0-08-102491-1.00004-6
Singh P., Singh V.K., Singh R., Borthakur A., Madhav S., Ahamad A., Kumar A., Pal D.B., Tiwary D., Mishra P.K.;Bioremediation: A sustainable approach for management of environmental contaminants;10.1016/B978-0-12-818095-2.00001-1
Singh S., Kumar V., Singh S., Datta S., Kumar S., Bhadrecha P., Dhanjal D.S., Singh J.;Biotechnological aspects of nanoparticles driven from natural products for drug delivery system and other applications;10.1007/978-981-15-1394-7_19
